filterId,filterName,optionName,optionId,ID,synonyms
FACILITIES,Facilities,Toaster,STK011,1896,toaster|bread toaster
FACILITIES,Facilities,Stage Academy,ST39,1897,stage academy|performing arts academy|drama academy|theatre academy
FACILITIES,Facilities,British restaurant,LST18,1898,british restaurant|british cuisine|english restaurant|traditional british food
FACILITIES,Facilities,Bodyboarding,LST15,1899,bodyboarding|body boarding|boogie boarding|boogie board
FACILITIES,Facilities,Chinese restaurant,LST22,1900,chinese restaurant|chinese cuisine|chinese food
FACILITIES,Facilities,Thalassotherapy pool,LST75,1901,thalassotherapy pool|thalasso pool|seawater therapy pool|thalassotherapy
FACILITIES,Facilities,Vegetarian restaurant,LST77,1902,vegetarian restaurant|vegetarian cuisine|veggie restaurant|meat-free restaurant
FACILITIES,Facilities,Oven,STK009,1903,oven|baking oven
FACILITIES,Facilities,Fridge-freezer,STK003,1904,fridge-freezer|fridge freezer|refrigerator freezer|refrigerator with freezer
FACILITIES,Facilities,Surf simulator,STP13,1905,surf simulator|wave simulator|flowrider|surf machine
FACILITIES,Facilities,Feature slide,STP2,1906,feature slide|signature slide|main waterslide
FACILITIES,Facilities,En suite bathroom,STV012,1907,en suite bathroom|ensuite bathroom|en-suite|private en suite
FACILITIES,Facilities,Separate toilet,STV013,1908,separate toilet|separate wc|separate loo|toilet separate from bathroom
FACILITIES,Facilities,Villa outdoor area,STV004,1909,villa outdoor area|villa terrace|villa patio|private villa garden|villa outside area
FACILITIES,Facilities,Grill,STK004,1910,grill|bbq|barbecue|barbeque
FACILITIES,Facilities,Upper floor rooms,STV001,1911,upper floor rooms|upper floor room|high floor rooms|higher floor room
FACILITIES,Facilities,Aerial Adventure,ST16,1912,aerial adventure|high ropes course|treetop adventure|zip line course
FACILITIES,Facilities,Wave pool,STP15,1913,wave pool|artificial wave pool|pool with waves
FACILITIES,Facilities,Lower floor rooms,STV002,1914,lower floor rooms|low floor rooms|ground floor rooms|lower level room
FACILITIES,Facilities,Tube slide,STP14,1915,tube slide|tube waterslide|enclosed waterslide|tunnel slide
FACILITIES,Facilities,Multi-lane slide,STP5,1916,multi-lane slide|multi lane slide|racer slide|mat racer slide
FACILITIES,Facilities,Sunbeds,LST71,1917,sunbeds|sun loungers|sunbeds by the pool|loungers
FACILITIES,Facilities,Parasols,ST19,1918,parasols|sun umbrellas|beach umbrellas|pool umbrellas
FACILITIES,Facilities,Onboard Support,STO014,1921,onboard support|on-board support|support on board|onboard assistance
FACILITIES,Facilities,Mini-oven,STK008,1922,mini oven|mini-oven|small oven|compact oven
FACILITIES,Facilities,Sandwich toaster,STK010,1923,sandwich toaster|toastie maker|toasted sandwich maker|panini maker
FACILITIES,Facilities,Onboard Experience,STO015,1924,onboard experience|on-board experience|onboard activities|experience on board
FACILITIES,Facilities,Greener and fairer hotels,STO12,1925,eco-friendly hotel|sustainable hotel|green hotel|environmentally friendly hotel|ethical hotel
FACILITIES,Facilities,Cruise ship,STO10,1926,cruise ship|cruise boat|ocean cruise ship
FACILITIES,Facilities,Body slide,STP1,1927,body slide|body waterslide|open waterslide
FACILITIES,Facilities,Speed slide,STP10,1928,speed slide|fast waterslide|high-speed slide|rapid slide
FACILITIES,Facilities,Middle floor rooms,STV003,1929,middle floor rooms|mid floor rooms|mid-level rooms|middle level room
CARRIER,Flight: Airlines,9Air,AQ,1930,9air|nine air
CARRIER,Flight: Airlines,Wings of Alaska,K5,1931,wings of alaska
CARRIER,Flight: Airlines,Wizz Air,W9,1932,wizz air|wizzair|wiz air
CARRIER,Flight: Airlines,Air Norway,M3,1933,air norway
CARRIER,Flight: Airlines,ABX Air,GB,1934,abx air|abxair
CARRIER,Flight: Airlines,Sunwing Airlines,KO,1935,sunwing|sunwing airlines
CARRIER,Flight: Airlines,Adria Airways,JP,1936,adria airways|adria
CARRIER,Flight: Airlines,Aegean Airlines,A3,1937,aegean airlines|aegean
CARRIER,Flight: Airlines,Aer Lingus Regional,RE,1939,aer lingus regional
CARRIER,Flight: Airlines,Empire Airlines,EM,1940,empire airlines
CARRIER,Flight: Airlines,Aero Condor,Q6,1941,aero condor
CARRIER,Flight: Airlines,SCAT,DV,1942,scat airlines|scat
CARRIER,Flight: Airlines,Aero Mongolia,M0,1943,aero mongolia
CARRIER,Flight: Airlines,Silk Way West Airlines,'7L',1944,silk way west|silk way west airlines
CARRIER,Flight: Airlines,Aero-Charter Airlines,DW,1945,aero-charter airlines|aero charter airlines
CARRIER,Flight: Airlines,Aerocon,A4,1946,aerocon
CARRIER,Flight: Airlines,American Jet,AJ,1947,american jet|american jet airlines
CARRIER,Flight: Airlines,Aeroflot Russian Airlines,SU,1948,aeroflot|aeroflot russian airlines
CARRIER,Flight: Airlines,Aerogal,'2K',1949,aerogal
CARRIER,Flight: Airlines,Key Lime Air,KG,1950,key lime air
CARRIER,Flight: Airlines,Air Guyane Express,'3S',1951,air guyane express
CARRIER,Flight: Airlines,Aerolineas Argentinas,AR,1952,aerolineas argentinas|aerolíneas argentinas|argentine airlines
CARRIER,Flight: Airlines,Aerolineas MAS,N3,1953,aerolineas mas|aerolíneas mas
CARRIER,Flight: Airlines,Aerolineas Sosa,P4,1954,aerolineas sosa|aerolíneas sosa
CARRIER,Flight: Airlines,Aeromar,VW,1955,aeromar
CARRIER,Flight: Airlines,Aeromexico,AM,1956,aeromexico|aero mexico|aeroméxico
CARRIER,Flight: Airlines,Aeromexico Connect,'5D',1957,aeromexico connect|aeroméxico connect
CARRIER,Flight: Airlines,Aeropelican Air Services,OT,1958,aeropelican air services|aeropelican
CARRIER,Flight: Airlines,Aeropostal,VH,1959,aeropostal|aeropostal alas de venezuela
CARRIER,Flight: Airlines,Al-Naser Airlines,'6N',1960,al-naser airlines|al naser airlines
CARRIER,Flight: Airlines,AeroUnion,'6R',1961,aerounion|aero union
CARRIER,Flight: Airlines,Aerovias DAP,X8,1962,aerovias dap|aerovías dap|dap airlines
CARRIER,Flight: Airlines,Afric Aviation,L8,1963,afric aviation
CARRIER,Flight: Airlines,Air Niamey,AW,1964,air niamey
CARRIER,Flight: Airlines,African Express Airways,XU,1965,african express airways|african express
CARRIER,Flight: Airlines,Afriqiyah Airways,'8U',1966,afriqiyah airways|afriqiyah
CARRIER,Flight: Airlines,Aigle Azur,ZI,1967,aigle azur
CARRIER,Flight: Airlines,Kabo Air,N9,1968,kabo air
CARRIER,Flight: Airlines,Air Algerie,AH,1969,air algerie|air algérie
CARRIER,Flight: Airlines,Air Alps,A6,1970,air alps
CARRIER,Flight: Airlines,Air Arabia,G9,1971,air arabia|airarabia
CARRIER,Flight: Airlines,Air Arabia Egypt,E5,1972,air arabia egypt|airarabia egypt
CARRIER,Flight: Airlines,Air Arabia Maroc,'3O',1973,air arabia maroc|air arabia morocco|airarabia maroc
CARRIER,Flight: Airlines,Air Armenia,QN,1974,air armenia
CARRIER,Flight: Airlines,Air Astana,KC,1975,air astana
CARRIER,Flight: Airlines,Air Atlanta Icelandic,CC,1976,air atlanta icelandic|air atlanta iceland
CARRIER,Flight: Airlines,Air Austral,UU,1977,air austral
CARRIER,Flight: Airlines,Air Bashkortostan,ZU,1978,air bashkortostan
CARRIER,Flight: Airlines,Air Bishkek,KR,1979,air bishkek
CARRIER,Flight: Airlines,Air Bissau International,YL,1980,air bissau international
CARRIER,Flight: Airlines,Air Botswana,BP,1981,air botswana
CARRIER,Flight: Airlines,Air Burkina,'2J',1982,air burkina
CARRIER,Flight: Airlines,Ecuato Guineana de Aviacion,'8Y',1983,
CARRIER,Flight: Airlines,Air Busan,BX,1984,air busan
CARRIER,Flight: Airlines,Air Cairo,MC,1985,air cairo
CARRIER,Flight: Airlines,Air Caledonie,TY,1986,air caledonie|air calédonie
CARRIER,Flight: Airlines,Air Canada,AC,1987,air canada
CARRIER,Flight: Airlines,Air Caraibes Atlantique,TX,1988,air caraibes|air caraïbes|air caraibes atlantique
CARRIER,Flight: Airlines,Air Cargo Carriers,'2Q',1989,air cargo carriers
CARRIER,Flight: Airlines,Cargolux,CV,1990,cargolux|cargolux airlines
CARRIER,Flight: Airlines,Dalian Airlines,CA,1991,dalian airlines
CARRIER,Flight: Airlines,Air Class Lineas Aereas,QD,1992,air class|air class airlines|air class lineas aereas|air class líneas aéreas
CARRIER,Flight: Airlines,Aruba Airlines,AG,1993,aruba airlines
CARRIER,Flight: Airlines,Air Corsica,XK,1994,air corsica
CARRIER,Flight: Airlines,Air Costa,LB,1995,air costa
CARRIER,Flight: Airlines,Air Creebec,YN,1997,air creebec
CARRIER,Flight: Airlines,Air Do,HD,1998,air do|airdo|air do (japan)
CARRIER,Flight: Airlines,Lufthansa,LH,1999,lufthansa|lufthansa airlines
CARRIER,Flight: Airlines,Air Europa,UX,2000,air europa|aireuropa
CARRIER,Flight: Airlines,Air France,AF,2001,air france|airfrance
CARRIER,Flight: Airlines,Central Mountain Air,ZX,2002,central mountain air
CARRIER,Flight: Airlines,FlyCongo,EO,2003,flycongo|fly congo
CARRIER,Flight: Airlines,Air Greenland,GL,2004,air greenland|airgreenland
CARRIER,Flight: Airlines,Allegiant Air,G4,2005,allegiant|allegiant air|allegient air
CARRIER,Flight: Airlines,Taban Air,HH,2006,taban air
CARRIER,Flight: Airlines,LTA - Linea Turistica Aerotuy,LD,2007,linea turistica aerotuy
CARRIER,Flight: Airlines,Air Iceland,NY,2008,air iceland|air iceland connect|airiceland
CARRIER,Flight: Airlines,Air India,AI,2009,air india|airindia
CARRIER,Flight: Airlines,Air India Regional,CD,2010,air india regional
CARRIER,Flight: Airlines,Mexicana Link,I6,2011,mexicana link
CARRIER,Flight: Airlines,Air Inuit,'3H',2012,air inuit
CARRIER,Flight: Airlines,Caribbean Airlines,BW,2013,caribbean airlines
CARRIER,Flight: Airlines,Air Japan / ANA,NQ,2014,air japan
CARRIER,Flight: Airlines,Air KBZ,K7,2015,
CARRIER,Flight: Airlines,Air Kiribati,'4A',2016,air kiribati
CARRIER,Flight: Airlines,Air Koryo,JS,2017,air koryo
CARRIER,Flight: Airlines,Air Labrador,WJ,2018,air labrador
CARRIER,Flight: Airlines,PAWA Dominicana,'7Q',2019,
CARRIER,Flight: Airlines,Ruili Airlines,DR,2020,ruili airlines|ruili air
CARRIER,Flight: Airlines,Air Macau,NX,2021,air macau|air macao
CARRIER,Flight: Airlines,Air Madagascar,MD,2022,air madagascar
CARRIER,Flight: Airlines,Air Malawi,QM,2023,air malawi
CARRIER,Flight: Airlines,AirAsia India,I5,2024,airasia india|air asia india|airasiaindia
CARRIER,Flight: Airlines,KM Malta Airlines,KM,2025,malta airlines
CARRIER,Flight: Airlines,Mahfooz Aviation,M2,2026,mahfooz aviation
CARRIER,Flight: Airlines,Air Mandalay,'6T',2027,air mandalay
CARRIER,Flight: Airlines,Air Marshall Islands,CW,2028,air marshall islands|air marshall islands airline
CARRIER,Flight: Airlines,Hunnu Air,MR,2029,hunnu air|hunnu airlines
CARRIER,Flight: Airlines,Air Mauritius,MK,2030,air mauritius
CARRIER,Flight: Airlines,Trans Attico,ML,2031,trans attico
CARRIER,Flight: Airlines,Air Moldova,'9U',2032,air moldova
CARRIER,Flight: Airlines,Air Tahiti,VT,2033,air tahiti
CARRIER,Flight: Airlines,Air Namibia,SW,2034,air namibia
CARRIER,Flight: Airlines,Air New Zealand,NZ,2035,air new zealand|airnz
CARRIER,Flight: Airlines,Air Niugini,PX,2036,air niugini
CARRIER,Flight: Airlines,Air North - Yukons Airline,'4N',2037,air north|air north yukon|air north yukon's airline
CARRIER,Flight: Airlines,Air Nostrum (Iberia Regional),YW,2038,air nostrum|iberia regional|air nostrum iberia regional
CARRIER,Flight: Airlines,Alba Star,AP,2039,albastar|alba star
CARRIER,Flight: Airlines,Air Onix Airlines,OG,2040,air onix|air onix airlines
CARRIER,Flight: Airlines,Air Panama,'7P',2041,air panama|airpanama
CARRIER,Flight: Airlines,Air People International,'3D',2042,air people international
CARRIER,Flight: Airlines,Air Rarotonga,GZ,2043,air rarotonga
CARRIER,Flight: Airlines,Air Saint-Pierre,PJ,2044,air saint-pierre|air saint pierre
CARRIER,Flight: Airlines,Air Seychelles,HM,2045,air seychelles
CARRIER,Flight: Airlines,Air Sinai,'4D',2046,air sinai
CARRIER,Flight: Airlines,Yunnan Ying An Airlines,YI,2047,yunnan ying an airlines|ying an airlines
CARRIER,Flight: Airlines,Air Tahiti Nui,TN,2048,air tahiti nui|tahiti nui
CARRIER,Flight: Airlines,Air Tanzania,TC,2049,air tanzania
CARRIER,Flight: Airlines,Air Tindi,'8T',2050,air tindi
CARRIER,Flight: Airlines,Air Transport International - ATI,'8C',2051,air transport international|air transport intl
CARRIER,Flight: Airlines,Air Uganda,U7,2052,air uganda
CARRIER,Flight: Airlines,Air Urga,'3N',2053,air urga
CARRIER,Flight: Airlines,DHL Air,DO,2054,
CARRIER,Flight: Airlines,National Airways (NAC),NF,2055,national airways
CARRIER,Flight: Airlines,Med-View Airline,VL,2056,med-view airline|med view airline|medview airline
CARRIER,Flight: Airlines,Air Wisconsin / US Airways Express,ZW,2057,air wisconsin
CARRIER,Flight: Airlines,Air Zimbabwe,UM,2058,air zimbabwe
CARRIER,Flight: Airlines,Flair Airlines,F8,2059,flair airlines|flair air
CARRIER,Flight: Airlines,AirAsia,AK,2060,airasia|air asia|airasia (malaysia)
CARRIER,Flight: Airlines,AirAsia Philippines,PQ,2061,airasia philippines|air asia philippines|airasiaphilippines
CARRIER,Flight: Airlines,AirAsia X,D7,2062,airasia x|air asia x|airasiax
CARRIER,Flight: Airlines,AirBaltic,BT,2063,airbaltic|air baltic
CARRIER,Flight: Airlines,AirBerlin,AB,2064,air berlin|airberlin
CARRIER,Flight: Airlines,AirExplore,ED,2065,airexplore|air explore
CARRIER,Flight: Airlines,AirBridgeCargo,RU,2066,airbridgecargo|air bridge cargo
CARRIER,Flight: Airlines,Airbus Transport International,'4Y',2067,airbus transport international
CARRIER,Flight: Airlines,Aircalin,SB,2068,aircalin|air calin
CARRIER,Flight: Airlines,Air-India Express,IX,2069,air india express|air-india express|airindia express
CARRIER,Flight: Airlines,Airkenya Express,P2,2070,airkenya express|air kenya express|airkenya
CARRIER,Flight: Airlines,Felix Airways,FO,2071,felix airways
CARRIER,Flight: Airlines,Airlines PNG,CG,2072,airlinespng
CARRIER,Flight: Airlines,Avies,U3,2073,avies
CARRIER,Flight: Airlines,AirNorth Regional,TL,2074,airnorth regional|air north regional
CARRIER,Flight: Airlines,Puerto Rico Air Management,'2P',2075,puerto rico air management
CARRIER,Flight: Airlines,AirTran Airways,FL,2076,airtran|airtran airways|air tran
CARRIER,Flight: Airlines,Wasaya Airways,WG,2077,wasaya airways|wasaya air
CARRIER,Flight: Airlines,AJT Air International,E9,2078,
CARRIER,Flight: Airlines,AK Bars Aero,'2B',2079,ak bars aero
CARRIER,Flight: Airlines,Aklak Air,'6L',2080,aklak air
CARRIER,Flight: Airlines,Alania Airlines,'2D',2081,alania airlines
CARRIER,Flight: Airlines,Solar Cargo,AS,2082,solar cargo
CARRIER,Flight: Airlines,Alaska Horizon,QX,2083,horizon air|alaska horizon|alaska airlines horizon
CARRIER,Flight: Airlines,Jubba Airways,J5,2084,jubba airways
CARRIER,Flight: Airlines,JetStar,JQ,2085,jetstar|jet star
CARRIER,Flight: Airlines,Punto Azul,ZR,2086,punto azul
CARRIER,Flight: Airlines,Alidaunia,D4,2087,alidaunia
CARRIER,Flight: Airlines,Alitalia,AZ,2088,alitalia
CARRIER,Flight: Airlines,Alitalia CityLiner,CT,2089,alitalia cityliner
CARRIER,Flight: Airlines,Alliance Airlines,QQ,2090,alliance airlines
CARRIER,Flight: Airlines,Warbelows Air,'4W',2091,warbelows air|warbelow's air
CARRIER,Flight: Airlines,USA Jet Airlines,UJ,2092,
CARRIER,Flight: Airlines,Aloha Air Cargo,KH,2093,aloha air cargo|aloha cargo
CARRIER,Flight: Airlines,Alpine Air Express,'5A',2094,alpine air express|alpine air
CARRIER,Flight: Airlines,Kalitta Air,K4,2095,kalitta air
CARRIER,Flight: Airlines,Amaszonas,Z8,2096,amaszonas
CARRIER,Flight: Airlines,AMC Airlines,YJ,2097,
CARRIER,Flight: Airlines,American Airlines,AA,2098,american airlines|american air
CARRIER,Flight: Airlines,Amerijet International,M6,2099,amerijet|amerijet international
CARRIER,Flight: Airlines,Ameristar Air Cargo,'7Z',2100,ameristar air cargo|ameristar air
CARRIER,Flight: Airlines,ANA - All Nippon Airways,NH,2101,all nippon airways
CARRIER,Flight: Airlines,ANA Wings,EH,2102,
CARRIER,Flight: Airlines,Omni Air International,OY,2103,omni air international|omni air
CARRIER,Flight: Airlines,San Juan Airlines,'2G',2104,san juan airlines
CARRIER,Flight: Airlines,Angola Air Charter,'7X',2105,angola air charter
CARRIER,Flight: Airlines,Anguilla Air Services,Q3,2106,anguilla air services
CARRIER,Flight: Airlines,Antrak Air,O4,2107,antrak air
CARRIER,Flight: Airlines,Orbest Orizonia Airlines,IP,2108,orbest|orbest orizonia|orbest orizonia airlines
CARRIER,Flight: Airlines,Eastar Jet,ZE,2109,eastar jet|eastarjet
CARRIER,Flight: Airlines,Ariana Afghan Airlines,FG,2110,ariana afghan airlines|ariana afghan
CARRIER,Flight: Airlines,Swiftair,W3,2111,swiftair|swift air
CARRIER,Flight: Airlines,WXYZ fly Netherlands,OR,2112,
CARRIER,Flight: Airlines,Arkia Israeli Airlines,IZ,2113,arkia|arkia israeli airlines|arkia airlines
CARRIER,Flight: Airlines,ASERCA Airlines,R7,2114,aserca|aserca airlines
CARRIER,Flight: Airlines,Asia Atlantic Airlines,HB,2115,asia atlantic airlines|asia atlantic|asia atlantic air
CARRIER,Flight: Airlines,Golden Myanmar Airlines,Y5,2116,golden myanmar airlines|golden myanmar
CARRIER,Flight: Airlines,Asky Airlines,KP,2117,asky airlines
CARRIER,Flight: Airlines,Asian Express,KV,2118,asian express
CARRIER,Flight: Airlines,Asiana Airlines,OZ,2119,asiana|asiana airlines
CARRIER,Flight: Airlines,Kenn Borek Air,'4K',2120,kenn borek air
CARRIER,Flight: Airlines,Cielos Airlines,A2,2121,cielos airlines|cielos air
CARRIER,Flight: Airlines,Wright Air Service,'8V',2122,wright air|wright air service
CARRIER,Flight: Airlines,ATA Airlines,I3,2123,
CARRIER,Flight: Airlines,Athens Airways,ZF,2124,athens airways
CARRIER,Flight: Airlines,FlyEasy,EX,2125,flyeasy|fly easy
CARRIER,Flight: Airlines,Atlantic Airways,RC,2126,atlantic airways
CARRIER,Flight: Airlines,Avior Airlines,'9V',2127,avior airlines|avior
CARRIER,Flight: Airlines,Isles of Scilly Skybus,'5Y',2128,skybus|skybus airlines|isles of scilly skybus|scilly skybus
CARRIER,Flight: Airlines,Atlasjet Airlines,KK,2129,atlasjet|atlasjet airlines|atlasglobal|atlas global
CARRIER,Flight: Airlines,ATRAN Cargo Airlines,V8,2130,atran|atran cargo|atran cargo airlines
CARRIER,Flight: Airlines,Augsburg Airways,IQ,2131,augsburg airways
CARRIER,Flight: Airlines,Aurigny Air Services,GR,2132,aurigny|aurigny air services
CARRIER,Flight: Airlines,Austral Lineas Aereas,AU,2133,austral líneas aéreas|austral lineas aereas|austral airlines|austral
CARRIER,Flight: Airlines,Austrian,OS,2134,austrian airlines|austrian
CARRIER,Flight: Airlines,Promech Air,Z3,2135,promech air
CARRIER,Flight: Airlines,Passaredo Transportes Aereos,P3,2136,passaredo|passaredo transportes aéreos|passaredo transportes aereos
CARRIER,Flight: Airlines,Livingston,JN,2137,livingston|livingston airline
CARRIER,Flight: Airlines,Avia Traffic,YK,2138,avia traffic|aviatraffic|avia traffic company
CARRIER,Flight: Airlines,Avialeasing,EC,2139,avialeasing|avia leasing
CARRIER,Flight: Airlines,Avianca,AV,2140,avianca|avianca airlines
CARRIER,Flight: Airlines,Avianca Brazil,O6,2141,avianca brazil|avianca brasil
CARRIER,Flight: Airlines,Avianca Cargo,QT,2142,avianca cargo
CARRIER,Flight: Airlines,Aviastar,MV,2143,aviastar|aviastar airlines
CARRIER,Flight: Airlines,Perimeter Aviation,'4B',2144,perimeter aviation|perimeter airlines
CARRIER,Flight: Airlines,TAM Linhas Aereas,JJ,2145,
CARRIER,Flight: Airlines,SkyWest Airlines,OO,2146,skywest|skywest airlines
CARRIER,Flight: Airlines,Azerbaijan Airlines,J2,2147,azerbaijan airlines
CARRIER,Flight: Airlines,Azul,AD,2148,azul|azul airlines|azul linhas aéreas|azul linhas aereas
CARRIER,Flight: Airlines,B&H Airlines,JA,2149,b&h airlines|b and h airlines
CARRIER,Flight: Airlines,Jordan International Air Cargo,J4,2150,jordan international air cargo
CARRIER,Flight: Airlines,Bahamasair,UP,2151,bahamasair|bahamas air
CARRIER,Flight: Airlines,Bangkok Airways,PG,2152,bangkok airways
CARRIER,Flight: Airlines,Bankair,B4,2153,bankair|bank air
CARRIER,Flight: Airlines,Chanchangi Airlines,'5B',2154,chanchangi airlines|chanchangi air
CARRIER,Flight: Airlines,Interlink Airlines,ID,2155,interlink airlines|interlink air
CARRIER,Flight: Airlines,Bearskin Airlines,JV,2156,bearskin airlines|bearskin
CARRIER,Flight: Airlines,Bek Air,Z9,2157,bek air
CARRIER,Flight: Airlines,Belair,'4T',2158,belair|belair airlines|bel air (airline)
CARRIER,Flight: Airlines,Belavia Belarusian Airlines,B2,2159,belavia|belavia belarusian airlines|belavia airlines
CARRIER,Flight: Airlines,SF Airlines,O3,2160,
CARRIER,Flight: Airlines,Bemidji Airlines,CH,2161,bemidji airlines
CARRIER,Flight: Airlines,Easy Fly Express,'8E',2162,easy fly express|easyfly express|easy fly
CARRIER,Flight: Airlines,Berjaya Air,J8,2163,berjaya air
CARRIER,Flight: Airlines,Bhutan Airlines,B3,2164,bhutan airlines|bhutan airline
CARRIER,Flight: Airlines,Biman Banglasdesh Airlines,BG,2165,biman bangladesh airlines|biman banglasdesh airlines|biman
CARRIER,Flight: Airlines,NHT Linhas Aereas,NT,2166,
CARRIER,Flight: Airlines,Bismillah Airlines,'5Z',2167,bismillah airlines
CARRIER,Flight: Airlines,Blue Air,'0B',2168,blue air|blueair
CARRIER,Flight: Airlines,Bluebird Airways,BZ,2169,bluebird airways|blue bird airways
CARRIER,Flight: Airlines,Blue Panorama Airlines,BV,2170,blue panorama|blue panorama airlines
CARRIER,Flight: Airlines,Blue1,KF,2171,blue1|blue 1
CARRIER,Flight: Airlines,Bluebird Cargo,BF,2172,bluebird cargo|blue bird cargo
CARRIER,Flight: Airlines,bmi Regional,WW,2173,bmi regional
CARRIER,Flight: Airlines,Boliviana de Aviacion - BoA,OB,2174,boliviana de aviación|boliviana de aviacion|boa|boliviana de aviacion boa
CARRIER,Flight: Airlines,Nouvelair,BJ,2175,nouvelair|nouvelair tunisie|nouvelair tunisia
CARRIER,Flight: Airlines,Eritrean Airlines,B8,2176,eritrean airlines|eritrean air
CARRIER,Flight: Airlines,BQB Lineas Aereas,'5Q',2177,
CARRIER,Flight: Airlines,Braathens Regional,DC,2178,braathens regional|braathens regional airlines
CARRIER,Flight: Airlines,Thomas Cook Airlines Belgium,FQ,2179,thomas cook airlines belgium|thomas cook belgium
CARRIER,Flight: Airlines,British Airways,BA,2180,british airways|british air|brit airways
CARRIER,Flight: Airlines,Brussels Airlines,SN,2181,brussels airlines|brussels air
CARRIER,Flight: Airlines,Bural,U4,2182,bural
CARRIER,Flight: Airlines,Bukovyna Airlines,BQ,2183,bukovyna airlines|bukovina airlines
CARRIER,Flight: Airlines,Bulgaria Air,FB,2184,bulgaria air|bulgariaair
CARRIER,Flight: Airlines,Buraq Air,UZ,2185,buraq air|buraqair
CARRIER,Flight: Airlines,Gambia Bird,'3B',2186,gambia bird|gambiabird
CARRIER,Flight: Airlines,Business Air,'8B',2187,business air
CARRIER,Flight: Airlines,BVI Airways,XV,2188,british virgin islands airways
CARRIER,Flight: Airlines,CAA - Compagnie Africaine dAviation,BU,2189,compagnie africaine d'aviation|compagnie africaine daviation
CARRIER,Flight: Airlines,Nature Air,'5C',2190,nature air|natureair
CARRIER,Flight: Airlines,Camair,QC,2191,camair|camair-co|camair co
CARRIER,Flight: Airlines,Cambodia Angkor Air,K6,2192,cambodia angkor air|angkor air
CARRIER,Flight: Airlines,Cambodia Bayon Airlines,BD,2193,bayon airlines|cambodia bayon airlines|bayon air
CARRIER,Flight: Airlines,Canadian North,'5T',2194,canadian north|canadian north airlines
CARRIER,Flight: Airlines,Tropic Air,PM,2195,tropic air|tropicair
CARRIER,Flight: Airlines,CanJet Airlines,C6,2196,canjet|canjet airlines|can jet
CARRIER,Flight: Airlines,Cape Air,'9K',2197,cape air|capeair|cape air (airline)
CARRIER,Flight: Airlines,Deer Air,JD,2198,deer air
CARRIER,Flight: Airlines,Cardig Air Cargo,'8F',2199,cardig air cargo|cardig air
CARRIER,Flight: Airlines,La Costena,W8,2200,la costeña|la costena|la costena airlines
CARRIER,Flight: Airlines,Cronos Airlines,C8,2201,cronos airlines|cronos air
CARRIER,Flight: Airlines,Iran Airtour,B9,2202,iran airtour|iran airtour airlines
CARRIER,Flight: Airlines,Carpatair,V3,2203,carpatair
CARRIER,Flight: Airlines,Caspian Airlines,RV,2204,caspian airlines|caspian air
CARRIER,Flight: Airlines,Cathay Pacific,CX,2205,cathay pacific|cathay|cathay pacific airways
CARRIER,Flight: Airlines,Cayman Airways,KX,2206,cayman airways
CARRIER,Flight: Airlines,Cebu Pacific Air,'5J',2207,cebu pacific|cebu pacific air|cebupac
CARRIER,Flight: Airlines,Ceiba Intercontinental,C2,2208,ceiba intercontinental|ceiba
CARRIER,Flight: Airlines,Centurion Air Cargo,WE,2209,centurion air cargo|centurion cargo
CARRIER,Flight: Airlines,Chalair Aviation,CE,2210,chalair|chalair aviation
CARRIER,Flight: Airlines,LADE - Lineas Aereas Del Estado,'5U',2211,líneas aéreas del estado|lineas aereas del estado
CARRIER,Flight: Airlines,Cham Wings Airlines,'6Q',2212,cham wings|cham wings airlines
CARRIER,Flight: Airlines,Changan Airlines,'2Z',2213,changan airlines|chang'an airlines
CARRIER,Flight: Airlines,Chautauqua Airlines,RP,2214,chautauqua airlines
CARRIER,Flight: Airlines,Chengdu Airlines,EU,2215,chengdu airlines
CARRIER,Flight: Airlines,China Airlines,CI,2216,china airlines|china airline
CARRIER,Flight: Airlines,China Cargo Airlines,CK,2217,china cargo airlines|china cargo
CARRIER,Flight: Airlines,China Eastern Yunnan,MU,2218,china eastern|china eastern airlines|china eastern yunnan
CARRIER,Flight: Airlines,China Express Airlines,G5,2219,china express airlines|china express
CARRIER,Flight: Airlines,China Southern Airlines,CZ,2220,china southern|china southern airlines
CARRIER,Flight: Airlines,China United Airlines,KN,2221,china united|china united airlines
CARRIER,Flight: Airlines,Chongqing Airlines,'0Q',2222,chongqing airlines
CARRIER,Flight: Airlines,Citilink,QG,2223,citilink|citi link
CARRIER,Flight: Airlines,Semeyavia,E8,2224,semeyavia|semey avia
CARRIER,Flight: Airlines,CityJet,WX,2225,cityjet|city jet
CARRIER,Flight: Airlines,SA Alliance Air Express,ZM,2226,alliance air express
CARRIER,Flight: Airlines,Star Air,DQ,2227,star air|starair
CARRIER,Flight: Airlines,Cobham Aviation Services,NC,2228,cobham aviation services|cobham aviation
CARRIER,Flight: Airlines,Comair / Kulula,MN,2229,comair|kulula|kulula.com|comair kulula
CARRIER,Flight: Airlines,CommutAir / United Express,C5,2230,commutair|commutair united express|united express (commutair)
CARRIER,Flight: Airlines,Comores Aviation International,O5,2231,comores aviation international
CARRIER,Flight: Airlines,Compass Airlines,CP,2232,compass airlines|compass air
CARRIER,Flight: Airlines,Condor,DE,2233,condor|condor airlines|condor flugdienst
CARRIER,Flight: Airlines,SA Express,XZ,2234,south african express|south african express airways
