﻿filterId,filterName,optionName,optionId,ID
DESTINATIONS,Destination,Siena,'001586',1093
DESTINATIONS,Destination,Val di Fassa,'002410',1094
DESTINATIONS,Destination,Venetian Riviera,'000695',1095
DESTINATIONS,Destination,Lido di Jesolo,'000696',1096
DESTINATIONS,Destination,Venice,'000655',1097
DESTINATIONS,Destination,Verona,'000656',1098
DESTINATIONS,Destination,Jersey,JEY,1099
DESTINATIONS,Destination,Lapland,'002179',1100
DESTINATIONS,Destination,Arctic Lakeland,L69802,1101
DESTINATIONS,Destination,Hetta,L44721,1102
DESTINATIONS,Destination,Iso-Syöte,'003883',1103
DESTINATIONS,Destination,Kuusamo,L49301,1104
DESTINATIONS,Destination,Levi,'002181',1105
DESTINATIONS,Destination,Luosto,'008306',1106
DESTINATIONS,Destination,Pallas,'004422',1107
DESTINATIONS,Destination,Pyhä,'003884',1108
DESTINATIONS,Destination,Rovaniemi,'002503',1109
DESTINATIONS,Destination,Ruka,'003870',1110
DESTINATIONS,Destination,Saariselka,'004506',1111
DESTINATIONS,Destination,Salla,'003979',1112
DESTINATIONS,Destination,Ylläs,'002180',1113
DESTINATIONS,Destination,Latvia,LVA,1114
DESTINATIONS,Destination,Riga,'002266',1115
DESTINATIONS,Destination,Lithuania,LTU,1116
DESTINATIONS,Destination,Vilnius,L59962,1117
DESTINATIONS,Destination,Luxembourg,LUX,1118
DESTINATIONS,Destination,Luxembourg City,'003475',1119
DESTINATIONS,Destination,Malta,MLT,1120
DESTINATIONS,Destination,Bugibba,'000556',1121
DESTINATIONS,Destination,Gzira,L70212,1122
DESTINATIONS,Destination,Mdina,'002711',1123
DESTINATIONS,Destination,Mellieha Bay,'001268',1124
DESTINATIONS,Destination,Naxxar,'007586',1125
DESTINATIONS,Destination,Paradise Bay,'000561',1126
DESTINATIONS,Destination,Qawra,'000562',1127
DESTINATIONS,Destination,San Anton,'000563',1128
DESTINATIONS,Destination,Sliema,'000565',1129
DESTINATIONS,Destination,St Julians,'001246',1130
DESTINATIONS,Destination,St PaulS Bay,'000568',1131
DESTINATIONS,Destination,Valletta,'000570',1132
DESTINATIONS,Destination,Monaco,MCO,1133
DESTINATIONS,Destination,Monte Carlo,'000584',1134
DESTINATIONS,Destination,Montenegro,MNE,1135
DESTINATIONS,Destination,Becici,'002765',1136
DESTINATIONS,Destination,Bijela,L56703,1137
DESTINATIONS,Destination,Budva,'002766',1138
DESTINATIONS,Destination,Herceg Novi,L66527,1139
DESTINATIONS,Destination,Igalo,L50443,1140
DESTINATIONS,Destination,Kotor,L00203,1141
DESTINATIONS,Destination,Perast,L51044,1142
DESTINATIONS,Destination,Petrovac,'000470',1143
DESTINATIONS,Destination,Podgorica,L67242,1144
DESTINATIONS,Destination,Tivat,L50786,1145
DESTINATIONS,Destination,Ulcinj,'006567',1146
DESTINATIONS,Destination,Netherlands,NLD,1147
DESTINATIONS,Destination,Amsterdam,'000613',1148
DESTINATIONS,Destination,Arnhem,L53267,1149
DESTINATIONS,Destination,Nijmegen,L56911,1150
DESTINATIONS,Destination,Rotterdam,'003452',1151
DESTINATIONS,Destination,Veere,L53329,1152
DESTINATIONS,Destination,North Macedonia,MKD,1153
DESTINATIONS,Destination,Lake Ohrid,L00982,1154
DESTINATIONS,Destination,Dolno Konjsko,L61503,1155
DESTINATIONS,Destination,Ohrid,L61275,1156
DESTINATIONS,Destination,Pestani,L61685,1157
DESTINATIONS,Destination,Sveti Stefan,L61462,1158
DESTINATIONS,Destination,Struga,L64482,1159
DESTINATIONS,Destination,Lagadin,L65214,1160
DESTINATIONS,Destination,Norway,NOR,1161
DESTINATIONS,Destination,Beitostølen,'002449',1162
DESTINATIONS,Destination,Gausta,L67462,1163
DESTINATIONS,Destination,Geilo,'002450',1164
DESTINATIONS,Destination,Myrkdalen,L68902,1165
DESTINATIONS,Destination,Norefjell,L63270,1166
DESTINATIONS,Destination,Oslo,'000591',1167
DESTINATIONS,Destination,Tromso,'002833',1168
DESTINATIONS,Destination,Trysil,L45282,1169
DESTINATIONS,Destination,Voss,'002448',1170
DESTINATIONS,Destination,Poland,POL,1171
DESTINATIONS,Destination,Gdansk,'002259',1172
DESTINATIONS,Destination,Krakow,'001528',1173
DESTINATIONS,Destination,Warsaw,'001533',1174
DESTINATIONS,Destination,Portugal,PRT,1175
DESTINATIONS,Destination,Azores,'001344',1176
DESTINATIONS,Destination,Ponta Delgada,L27685,1177
DESTINATIONS,Destination,Estoril Coast,L66022,1178
DESTINATIONS,Destination,Cascais,'000527',1179
DESTINATIONS,Destination,Ericeira,'000529',1180
DESTINATIONS,Destination,Sintra,'003321',1181
DESTINATIONS,Destination,Estoril,'000530',1182
DESTINATIONS,Destination,Lisbon,'000531',1183
DESTINATIONS,Destination,Madeira,'000157',1184
DESTINATIONS,Destination,Calheta,'001652',1185
DESTINATIONS,Destination,Camara de Lobos,'003878',1186
DESTINATIONS,Destination,Canical,'007986',1187
DESTINATIONS,Destination,Canico de Baixo,'000494',1188
DESTINATIONS,Destination,Funchal,'000158',1189
DESTINATIONS,Destination,Machico,'000493',1190
DESTINATIONS,Destination,Ponta Do Sol,'002497',1191
DESTINATIONS,Destination,Porto Moniz,L65562,1192
DESTINATIONS,Destination,Prazeres,'001590',1193
DESTINATIONS,Destination,Ribeira Brava,'004063',1194
DESTINATIONS,Destination,Santa Cruz,'002724',1195
DESTINATIONS,Destination,Santana,'001588',1196
DESTINATIONS,Destination,Santo da Serra,'001589',1197
DESTINATIONS,Destination,Sao Vicente,'001591',1198
DESTINATIONS,Destination,Porto,'004070',1199
DESTINATIONS,Destination,Leixoes (for Porto),L51444,1200
DESTINATIONS,Destination,The Algarve,'000154',1201
DESTINATIONS,Destination,Acoteias,'000495',1202
DESTINATIONS,Destination,Albufeira,'000172',1203
DESTINATIONS,Destination,Alcantarilha,'000496',1204
DESTINATIONS,Destination,Aljezur,L67742,1205
DESTINATIONS,Destination,Almancil,'000498',1206
DESTINATIONS,Destination,Alte,'002990',1207
DESTINATIONS,Destination,Alvor,'000499',1208
DESTINATIONS,Destination,Armacao de Pera,'000500',1209
DESTINATIONS,Destination,Balaia,'001965',1210
DESTINATIONS,Destination,Boliqueime,'002359',1211
DESTINATIONS,Destination,Branqueira,'001966',1212
DESTINATIONS,Destination,Carvoeiro,'000501',1213
DESTINATIONS,Destination,Faro,'004926',1214
DESTINATIONS,Destination,Ferragudo,'001974',1215
DESTINATIONS,Destination,Guia,'002360',1216
DESTINATIONS,Destination,Lagos,'000508',1217
DESTINATIONS,Destination,Monchique,'002989',1218
DESTINATIONS,Destination,Monte Gordo,'001928',1219
DESTINATIONS,Destination,Olhao,'000510',1220
DESTINATIONS,Destination,Olhos dAgua,'001969',1221
DESTINATIONS,Destination,Porches,'001967',1222
DESTINATIONS,Destination,Portimao,'000511',1223
DESTINATIONS,Destination,Praia dOura,'001377',1224
DESTINATIONS,Destination,Praia da Gale,'001562',1225
DESTINATIONS,Destination,Praia da Luz,'000512',1226
DESTINATIONS,Destination,Praia da Rocha,'000513',1227
DESTINATIONS,Destination,Praia do Vau,'001408',1228
DESTINATIONS,Destination,Praia dos Salgados,'002361',1229
DESTINATIONS,Destination,Quarteira,'000515',1230
DESTINATIONS,Destination,Quinta dos Alamos,'003626',1231
DESTINATIONS,Destination,Sagres,'000520',1232
DESTINATIONS,Destination,Salema,L55202,1233
DESTINATIONS,Destination,Sao Joao,'000155',1234
DESTINATIONS,Destination,Sao Rafael,'001658',1235
DESTINATIONS,Destination,Sesmarias,'004397',1236
DESTINATIONS,Destination,Tavira,'000522',1237
DESTINATIONS,Destination,Vale De Garrao,'002723',1238
DESTINATIONS,Destination,Vale Do Lobo,'000523',1239
DESTINATIONS,Destination,Vale de Parra,'001971',1240
DESTINATIONS,Destination,Vilamoura,'000525',1241
DESTINATIONS,Destination,Vila Nova de Gaia,L64457,1242
DESTINATIONS,Destination,Romania,ROU,1243
DESTINATIONS,Destination,Bucharest,L59964,1244
DESTINATIONS,Destination,Serbia,SRB,1245
DESTINATIONS,Destination,Belgrade,L53284,1246
DESTINATIONS,Destination,Cruising the Iron Gates,L53283,1247
DESTINATIONS,Destination,Donji Milanovac,L54282,1248
DESTINATIONS,Destination,Kladovo,L68986,1249
DESTINATIONS,Destination,Novi Sad,L53302,1250
DESTINATIONS,Destination,Slovakia,SVK,1251
DESTINATIONS,Destination,Bratislava,'003479',1252
DESTINATIONS,Destination,Slovenia,SVN,1253
DESTINATIONS,Destination,Bled,'000463',1254
DESTINATIONS,Destination,Bohinj,'001515',1255
DESTINATIONS,Destination,Koper,CMS022,1256
DESTINATIONS,Destination,Kranjska Gora,'001175',1257
DESTINATIONS,Destination,Ljubljana,'002485',1258
DESTINATIONS,Destination,Slovenian Coast,L66083,1259
DESTINATIONS,Destination,Portoroz,'001647',1260
DESTINATIONS,Destination,Izola,'002494',1261
DESTINATIONS,Destination,Spain,ESP,1262
DESTINATIONS,Destination,A Coruna,L64717,1263
DESTINATIONS,Destination,Andalucia,'002894',1264
DESTINATIONS,Destination,Costa de Almeria,'000361',1265
DESTINATIONS,Destination,Agua Amarga,L68703,1266
DESTINATIONS,Destination,Aguadulce,'001162',1267
DESTINATIONS,Destination,Almeria,'001723',1268
DESTINATIONS,Destination,Almerimar,L45741,1269
DESTINATIONS,Destination,Carboneras,L68627,1270
DESTINATIONS,Destination,El Toyo,'004908',1271
DESTINATIONS,Destination,Mojacar,'000363',1272
DESTINATIONS,Destination,Roquetas de Mar,'000364',1273
DESTINATIONS,Destination,Vera,L46481,1274
DESTINATIONS,Destination,Costa de la Luz,'002150',1275
DESTINATIONS,Destination,Algeciras,L67188,1276
DESTINATIONS,Destination,Barbate,L67189,1277
DESTINATIONS,Destination,Chiclana de la Frontera,'008006',1278
DESTINATIONS,Destination,Chipiona,'002777',1279
DESTINATIONS,Destination,Conil De La Frontera,'002573',1280
DESTINATIONS,Destination,Costa Ballena,L67190,1281
DESTINATIONS,Destination,El Rompido,'002749',1282
DESTINATIONS,Destination,Huelva,L57324,1283
DESTINATIONS,Destination,Isla Canela,'002313',1284
DESTINATIONS,Destination,Islantilla,'002151',1285
DESTINATIONS,Destination,La Fontanilla,L67182,1286
DESTINATIONS,Destination,Los Barrios,L67162,1287
DESTINATIONS,Destination,Novo Sancti Petri,'002556',1288
DESTINATIONS,Destination,Puerto De Santa Maria,L64734,1289
DESTINATIONS,Destination,Rota,L64186,1290
DESTINATIONS,Destination,San Fernando,L67187,1291
DESTINATIONS,Destination,Sanlucar De Barrameda,L67184,1292
DESTINATIONS,Destination,Zahara de los Atunes,'002755',1293
DESTINATIONS,Destination,Costa del Sol,'000365',1294
DESTINATIONS,Destination,Benahavis,'003316',1295
DESTINATIONS,Destination,Benalmadena,'000366',1296
DESTINATIONS,Destination,Benalmadena Pueblo,'004012',1297
DESTINATIONS,Destination,Calahonda,'003161',1298
DESTINATIONS,Destination,Estepona,'001704',1299
DESTINATIONS,Destination,Frigiliana,'001680',1300
DESTINATIONS,Destination,Fuengirola,'000367',1301
DESTINATIONS,Destination,Marbella,'000368',1303
DESTINATIONS,Destination,Mijas,'001930',1304
DESTINATIONS,Destination,Nerja,'000369',1305
DESTINATIONS,Destination,Puerto Banus,'002005',1306
DESTINATIONS,Destination,San Pedro de Alcantara,'002220',1307
DESTINATIONS,Destination,Sotogrande,'001975',1308
DESTINATIONS,Destination,Torre del Mar,L66964,1309
DESTINATIONS,Destination,Torre de Benagalbon,L69642,1310
DESTINATIONS,Destination,Torremolinos,'000371',1311
DESTINATIONS,Destination,Torrox,'002602',1312
DESTINATIONS,Destination,Vinuela,L50042,1313
DESTINATIONS,Destination,Ronda,'003320',1314
DESTINATIONS,Destination,Seville,'000346',1315
DESTINATIONS,Destination,Balearic Islands,L00041,1316
DESTINATIONS,Destination,Formentera,C00042,1317
DESTINATIONS,Destination,Platja de Migjorn,L29802,1318
DESTINATIONS,Destination,Es Pujols,L29806,1319
DESTINATIONS,Destination,Ibiza,'000242',1320
DESTINATIONS,Destination,Cala Gracio,'000243',1321
DESTINATIONS,Destination,Cala Llonga,'000244',1322
DESTINATIONS,Destination,Cala Pada,L36921,1323
DESTINATIONS,Destination,Cala San Vicente,'001388',1324
DESTINATIONS,Destination,Cala Tarida,'000245',1325
DESTINATIONS,Destination,Es Cana,'000246',1326
DESTINATIONS,Destination,Es Figueral,'004420',1327
DESTINATIONS,Destination,Figueretas,'000247',1328
DESTINATIONS,Destination,Ibiza Beach Stay,L57325,1329
DESTINATIONS,Destination,Ibiza Town,'002050',1330
DESTINATIONS,Destination,Playa den Bossa,'000249',1331
DESTINATIONS,Destination,Port des Torrent,'000250',1332
DESTINATIONS,Destination,Portinatx,'000251',1333
DESTINATIONS,Destination,Puerto San Miguel,'001293',1334
DESTINATIONS,Destination,SArgamassa,'000259',1335
DESTINATIONS,Destination,San Antonio,'000253',1336
DESTINATIONS,Destination,San Antonio Bay,'000254',1337
DESTINATIONS,Destination,Sant Josep de sa Talaia,'000256',1338
DESTINATIONS,Destination,Sant Rafel,'000257',1339
DESTINATIONS,Destination,Santa Eulalia,'000258',1340
DESTINATIONS,Destination,Ses Paisses,'003976',1341
DESTINATIONS,Destination,Talamanca,'001681',1342
DESTINATIONS,Destination,Majorca,'000122',1343
DESTINATIONS,Destination,Alaro,'004173',1344
DESTINATIONS,Destination,Alcudia,'000260',1345
DESTINATIONS,Destination,Arenal,'000261',1346
DESTINATIONS,Destination,Ariany,L65134,1347
DESTINATIONS,Destination,Can Pastilla,'000271',1348
DESTINATIONS,Destination,Can Picafort,'000272',1349
DESTINATIONS,Destination,Caimari,'003355',1350
DESTINATIONS,Destination,Cala Agulla,L66985,1351
DESTINATIONS,Destination,Cala Bona,'000262',1352
DESTINATIONS,Destination,Cala Figuera,'003353',1353
DESTINATIONS,Destination,Cala Mayor,'001722',1354
DESTINATIONS,Destination,Cala Mesquida,'001150',1355
DESTINATIONS,Destination,Cala Millor,'000263',1356
DESTINATIONS,Destination,Cala Ratjada,'000265',1357
DESTINATIONS,Destination,Cala Vinas,'000267',1359
DESTINATIONS,Destination,Cala dOr,'000123',1360
DESTINATIONS,Destination,Calas de Mallorca,'000268',1361
DESTINATIONS,Destination,Camp de Mar,'000270',1362
DESTINATIONS,Destination,Campos,'003352',1363
DESTINATIONS,Destination,Canyamel,L63882,1364
DESTINATIONS,Destination,Capdepera,L66984,1365
DESTINATIONS,Destination,Cas Concos Des Cavaller,L68485,1366
DESTINATIONS,Destination,Colonia Sant Jordi,'004174',1367
DESTINATIONS,Destination,Consell,L65130,1368
DESTINATIONS,Destination,Costa de los Pinos,'000273',1369
DESTINATIONS,Destination,Deia,'000275',1370
DESTINATIONS,Destination,Eastern Beaches,L72004,1371
DESTINATIONS,Destination,Es Coll DEn Rabassa,L66982,1372
DESTINATIONS,Destination,Estellenchs,'004166',1373
DESTINATIONS,Destination,Felanitx,'008026',1374
DESTINATIONS,Destination,Font de Sa Cala,'000277',1375
DESTINATIONS,Destination,Fornalutx,'003350',1376
DESTINATIONS,Destination,Illetas,'000279',1377
DESTINATIONS,Destination,Inca,'001575',1378
DESTINATIONS,Destination,Llucmajor,L45661,1379
DESTINATIONS,Destination,Magaluf,'000280',1380
DESTINATIONS,Destination,Manacor,L65129,1381
DESTINATIONS,Destination,Muro,L65127,1382
DESTINATIONS,Destination,Northern Beaches,L72002,1383
DESTINATIONS,Destination,Orient,'001523',1384
DESTINATIONS,Destination,Paguera,'000281',1385
DESTINATIONS,Destination,Palma,'000282',1386
DESTINATIONS,Destination,Palma Nova,'000283',1387
DESTINATIONS,Destination,Playa de Muro,'002358',1388
DESTINATIONS,Destination,Playa de Palma,'000285',1389
DESTINATIONS,Destination,Pollensa,'000286',1390
DESTINATIONS,Destination,Porreres,L65133,1391
DESTINATIONS,Destination,Port DAndratx,'000290',1392
DESTINATIONS,Destination,Portals Nous,'001558',1393
DESTINATIONS,Destination,Porto Colom,'000287',1394
DESTINATIONS,Destination,Porto Cristo,'000288',1395
DESTINATIONS,Destination,Portopetro,'000124',1396
DESTINATIONS,Destination,Puerto Pollensa,'000292',1397
DESTINATIONS,Destination,Puerto de Alcudia,L66727,1398
DESTINATIONS,Destination,Puerto de Soller,'000291',1399
DESTINATIONS,Destination,Puig de Ros,'002918',1400
DESTINATIONS,Destination,Pula Golf,'001678',1401
DESTINATIONS,Destination,Sillot,'001289',1402
DESTINATIONS,Destination,Sa Coma,'000293',1403
DESTINATIONS,Destination,San Agustin (Majorca),'002748',1404
DESTINATIONS,Destination,Sant Elm,L66809,1405
DESTINATIONS,Destination,Santa Maria Del Cami,'001703',1406
DESTINATIONS,Destination,Santa Ponsa,'000294',1407
DESTINATIONS,Destination,Santanyi,'003376',1408
DESTINATIONS,Destination,Soller,'003380',1409
DESTINATIONS,Destination,South-Eastern Beaches,L72005,1410
DESTINATIONS,Destination,South-Western Beaches,L72008,1411
DESTINATIONS,Destination,Torrenova,CL0220,1412
DESTINATIONS,Destination,Torrent de Cala Pi,L65132,1413
DESTINATIONS,Destination,Valldemossa,'002886',1414
DESTINATIONS,Destination,Menorca,'000127',1415
DESTINATIONS,Destination,Arenal den Castell,'000295',1416
DESTINATIONS,Destination,Binibeca,'000296',1417
DESTINATIONS,Destination,Cala Alcaufar,'001697',1418
DESTINATIONS,Destination,Cala Blanca,'000298',1419
DESTINATIONS,Destination,Cala Canutells,'001386',1420
DESTINATIONS,Destination,Cala Galdana,'000299',1421
DESTINATIONS,Destination,Calan Blanes,'000300',1422
DESTINATIONS,Destination,Calan Bosch,'001299',1423
DESTINATIONS,Destination,Calan Forcat,'000302',1424
DESTINATIONS,Destination,Calan Porter,'001295',1425
DESTINATIONS,Destination,Ciutadella,'001287',1426
DESTINATIONS,Destination,Es Castell,'001285',1427
DESTINATIONS,Destination,Es Mercadal,'004005',1428
DESTINATIONS,Destination,Ferreries,'003383',1429
DESTINATIONS,Destination,Mahon,'001502',1430
DESTINATIONS,Destination,Playa de Fornells,'001412',1431
DESTINATIONS,Destination,Punta Prima,'001565',1432
DESTINATIONS,Destination,SAlgar,'000306',1433
DESTINATIONS,Destination,Sa Caleta,'001708',1434
DESTINATIONS,Destination,Santandria,'002089',1435
DESTINATIONS,Destination,Santo Tomas,'000308',1436
DESTINATIONS,Destination,Son Bou,'000129',1437
DESTINATIONS,Destination,Son Parc,'000309',1438
DESTINATIONS,Destination,Son Xoriguer,'002088',1439
DESTINATIONS,Destination,Baqueira-Beret,'005086',1440
DESTINATIONS,Destination,Barcelona,'000373',1441
DESTINATIONS,Destination,Bilbao,'002820',1442
DESTINATIONS,Destination,Cadiz,'002625',1443
DESTINATIONS,Destination,Canary Islands,L00042,1444
DESTINATIONS,Destination,Fuerteventura,'000312',1445
DESTINATIONS,Destination,Corralejo,'000314',1446
DESTINATIONS,Destination,Costa Caleta,'001253',1447
DESTINATIONS,Destination,Costa Calma,'001612',1448
DESTINATIONS,Destination,El Cotillo,L63883,1449
DESTINATIONS,Destination,Esquinzo,L50832,1450
DESTINATIONS,Destination,Jandia,'000315',1451
DESTINATIONS,Destination,La Pared,L67279,1452
DESTINATIONS,Destination,Las Playitas,L44923,1453
DESTINATIONS,Destination,Morro Jable,'003434',1454
DESTINATIONS,Destination,Nuevo Horizonte,'001281',1455
DESTINATIONS,Destination,Puerto del Rosario,L24561,1456
DESTINATIONS,Destination,Solana Matorra,L67280,1457
DESTINATIONS,Destination,Tarajalejo,L67273,1458
DESTINATIONS,Destination,Gran Canaria,'000318',1459
DESTINATIONS,Destination,Agaete,L66762,1460
DESTINATIONS,Destination,Amadores,'002575',1461
DESTINATIONS,Destination,Arguineguin,'000319',1462
DESTINATIONS,Destination,Arucas,L66744,1463
DESTINATIONS,Destination,Bahia Feliz,'000320',1464
DESTINATIONS,Destination,Balito Beach,'002048',1465
DESTINATIONS,Destination,Cruz de Tejeda,L66749,1466
DESTINATIONS,Destination,El Salobre,'004041',1467
DESTINATIONS,Destination,La Aldea,L66826,1468
DESTINATIONS,Destination,Las Burrillas,L66807,1469
DESTINATIONS,Destination,Las Palmas,'001610',1470
DESTINATIONS,Destination,Mahmutlar,L66822,1471
DESTINATIONS,Destination,Maspalomas,'000322',1472
DESTINATIONS,Destination,Meloneras,'002569',1473
DESTINATIONS,Destination,Playa Taurito,'001266',1474
DESTINATIONS,Destination,Playa del Cura,'001264',1475
DESTINATIONS,Destination,Playa del Ingles,'000323',1476
DESTINATIONS,Destination,Puerto Mogan,'001230',1477
DESTINATIONS,Destination,San Agustin (Gran Canaria),'000326',1479
DESTINATIONS,Destination,Vecindario,L66823,1480
DESTINATIONS,Destination,La Gomera,'000327',1481
DESTINATIONS,Destination,Playa de Santiago,'003359',1482
DESTINATIONS,Destination,Valle Gran Rey,'006069',1484
DESTINATIONS,Destination,La Palma,'001940',1485
DESTINATIONS,Destination,Brena Baja,'002077',1486
DESTINATIONS,Destination,Fuencaliente,'002599',1487
DESTINATIONS,Destination,Los Cancajos,'002746',1488
DESTINATIONS,Destination,Puerto Naos,'001942',1489
DESTINATIONS,Destination,Santa Cruz de La Palma,'002393',1490
DESTINATIONS,Destination,Tazacorte,L43744,1491
DESTINATIONS,Destination,Lanzarote,'000329',1492
DESTINATIONS,Destination,Arrecife,'002639',1493
DESTINATIONS,Destination,Costa Teguise,'000321',1494
DESTINATIONS,Destination,Haria,L64342,1495
DESTINATIONS,Destination,Matagorda,'000331',1496
DESTINATIONS,Destination,Playa Blanca,'000332',1497
DESTINATIONS,Destination,Playa de los Pocillos,'000333',1498
DESTINATIONS,Destination,Puerto Calero,'002779',1499
DESTINATIONS,Destination,Puerto del Carmen,'000334',1500
DESTINATIONS,Destination,Yaiza,'006070',1501
DESTINATIONS,Destination,Tenerife,'000335',1502
DESTINATIONS,Destination,Buenavista del Norte,L44281,1503
DESTINATIONS,Destination,Callao Salvaje,'001709',1504
DESTINATIONS,Destination,Chayofa,'006071',1505
DESTINATIONS,Destination,Costa Adeje,'001685',1506
DESTINATIONS,Destination,Costa Del Silencio,'001172',1507
DESTINATIONS,Destination,El Medano,'005206',1508
DESTINATIONS,Destination,Garachico,'002888',1509
DESTINATIONS,Destination,Golf del Sur,'002689',1510
DESTINATIONS,Destination,Guia de Isora,'003893',1511
DESTINATIONS,Destination,Las Caletillas,'001944',1512
DESTINATIONS,Destination,Los Cristianos,'000336',1513
DESTINATIONS,Destination,Los Gigantes,'000337',1514
DESTINATIONS,Destination,Playa Paraiso,'000003',1515
DESTINATIONS,Destination,Playa de la Arena,'001335',1516
DESTINATIONS,Destination,Playa de las Americas,'000338',1517
DESTINATIONS,Destination,Puertito de Los Silos,L67281,1518
DESTINATIONS,Destination,Puerto de Santiago,'000341',1519
DESTINATIONS,Destination,Puerto de la Cruz,'000340',1520
DESTINATIONS,Destination,San Cristobal De La Laguna,L66989,1521
DESTINATIONS,Destination,San Miguel de Abona,'003423',1522
DESTINATIONS,Destination,Santa Cruz de Tenerife,'001673',1523
DESTINATIONS,Destination,Tenerife South,'004466',1524
DESTINATIONS,Destination,Vilaflor,'003392',1525
DESTINATIONS,Destination,Catalonia,'003330',1526
DESTINATIONS,Destination,Costa Dorada,'000372',1527
DESTINATIONS,Destination,Cambrils,'001337',1528
DESTINATIONS,Destination,Cap de Salou,'002576',1529
DESTINATIONS,Destination,Castelldefels,L67942,1530
DESTINATIONS,Destination,Coma-Ruga,L67042,1531
DESTINATIONS,Destination,La Pineda,'001336',1532
DESTINATIONS,Destination,PortAventura,'002315',1533
DESTINATIONS,Destination,Salou,'000374',1534
DESTINATIONS,Destination,Tarragona,'002845',1535
DESTINATIONS,Destination,Costa Brava,'000351',1536
DESTINATIONS,Destination,Calella De La Costa,'000353',1537
DESTINATIONS,Destination,LEstartit,'000354',1538
DESTINATIONS,Destination,Lloret de Mar,'000355',1539
DESTINATIONS,Destination,Malgrat de Mar,'000356',1540
DESTINATIONS,Destination,Palamos,'002628',1541
DESTINATIONS,Destination,Pineda de Mar,'000357',1542
DESTINATIONS,Destination,Platja DAro,'000358',1543
DESTINATIONS,Destination,Platja De Fornells,L67283,1544
DESTINATIONS,Destination,Roses,'003798',1545
DESTINATIONS,Destination,SAgaro,L67185,1546
DESTINATIONS,Destination,Santa Susanna,'000359',1547
DESTINATIONS,Destination,Tossa de Mar,'000360',1548
DESTINATIONS,Destination,Madrid,'000345',1549
DESTINATIONS,Destination,Malaga,L66226,1550
DESTINATIONS,Destination,Melilla,L62704,1551
DESTINATIONS,Destination,Murcia,L45866,1552
DESTINATIONS,Destination,Costa Calida,L45864,1553
DESTINATIONS,Destination,Cartagena,'002693',1554
DESTINATIONS,Destination,Murcia City,'007008',1555
DESTINATIONS,Destination,San Sebastian,L64735,1556
DESTINATIONS,Destination,Santiago de Compostela,'003369',1557
DESTINATIONS,Destination,Sierra Nevada,'000370',1558
DESTINATIONS,Destination,Sitges,'000375',1559
DESTINATIONS,Destination,Valencia,'002700',1560
DESTINATIONS,Destination,Valencia Region,'002501',1561
DESTINATIONS,Destination,Costa Blanca,'000347',1562
DESTINATIONS,Destination,Albir,'003815',1563
DESTINATIONS,Destination,Alicante,'001707',1564
DESTINATIONS,Destination,Altea,'004256',1565
DESTINATIONS,Destination,Benidorm,'000349',1566
DESTINATIONS,Destination,Cala Finestrat,'002238',1567
DESTINATIONS,Destination,Calpe,'001910',1568
DESTINATIONS,Destination,Campomar,L68622,1569
DESTINATIONS,Destination,Denia,'002001',1570
DESTINATIONS,Destination,El Campello,'004165',1571
DESTINATIONS,Destination,Elche,'003840',1572
DESTINATIONS,Destination,Guardamar del Segura,L46301,1573
DESTINATIONS,Destination,Moraira,'002000',1574
DESTINATIONS,Destination,Playa De San Juan,L47425,1575
DESTINATIONS,Destination,Torrevieja,'003839',1576
DESTINATIONS,Destination,Villajoyosa,'001497',1577
DESTINATIONS,Destination,Valencia City,L60747,1578
DESTINATIONS,Destination,Vigo Port,L36461,1579
DESTINATIONS,Destination,Sweden,SWE,1580
DESTINATIONS,Destination,Högfjället,L72024,1581
DESTINATIONS,Destination,Hundfjället,L72023,1582
DESTINATIONS,Destination,Kläppen,L68802,1583
DESTINATIONS,Destination,Stöten,L68663,1584
DESTINATIONS,Destination,Stockholm,'000396',1585
DESTINATIONS,Destination,Switzerland,CHE,1586
DESTINATIONS,Destination,Basel,L53198,1587
DESTINATIONS,Destination,Crans Montana,'002419',1588
DESTINATIONS,Destination,Davos,'000401',1589
DESTINATIONS,Destination,Engelberg,'002420',1590
DESTINATIONS,Destination,Geneva,'001663',1591
DESTINATIONS,Destination,Grindelwald,'000402',1592
DESTINATIONS,Destination,Interlaken,'000403',1593
DESTINATIONS,Destination,Lake Maggiore (Switzerland),L70622,1594
DESTINATIONS,Destination,Ascona,'001410',1595
DESTINATIONS,Destination,Locarno,'001310',1596
DESTINATIONS,Destination,Lucerne,'000407',1597
DESTINATIONS,Destination,Lugano,'001664',1598
DESTINATIONS,Destination,Pontresina,'000410',1599
DESTINATIONS,Destination,Saas-Fee,'000411',1600
DESTINATIONS,Destination,St Moritz,'000412',1601
DESTINATIONS,Destination,Wengen,'000414',1602
DESTINATIONS,Destination,Zermatt,'000415',1603
DESTINATIONS,Destination,Zurich,'001203',1604
DESTINATIONS,Destination,Turkey,TUR,1605
DESTINATIONS,Destination,Antalya area,'001379',1606
DESTINATIONS,Destination,Alanya,'000443',1607
DESTINATIONS,Destination,Antalya,'001387',1608
DESTINATIONS,Destination,Avsallar,L66622,1609
DESTINATIONS,Destination,Beldibi,'000445',1610
DESTINATIONS,Destination,Belek,'001637',1611
DESTINATIONS,Destination,Camyuva,'007566',1612
DESTINATIONS,Destination,Cenger,L66812,1613
DESTINATIONS,Destination,Cirali,L66656,1614
DESTINATIONS,Destination,Colakli,'007406',1615
